"effective_date","publishing_date","version","category","is_latest_release","modification_date","url","filename","filetype","content_length","content_type","last_modified"
"16.05.2022","04.03.2022","9","EAS code list","false","2022-03-04 11:43:21.721","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/Electronic%20Address%20Scheme%20Code%20list%20-%20version%209%20-%20published%20March2022.xlsx?version=1&modificationDate=1646394201721&api=v2","Electronic%20Address%20Scheme%20Code%20list%20-%20version%209%20-%20published%20March2022.xlsx","XLSX","17423","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 01:19:54"
"16.05.2022","04.03.2022","9","EN 16931 code list - GeneriCode","false","2022-03-04 12:45:19.536","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/cef-genericodes-2022-03-04.zip?version=1&modificationDate=1646397919536&api=v2","cef-genericodes-2022-03-04.zip","ZIP","69660","application/zip;charset=UTF-8","1970-01-20 01:19:57"
"16.05.2022","04.03.2022","9","EN 16931 code list - XLSX","false","2022-03-04 11:45:59.265","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/EN16931%20code%20lists%20values%20v9%20-%20used%20from%202022-03-04.xlsx?version=1&modificationDate=1646394359265&api=v2","EN16931%20code%20lists%20values%20v9%20-%20used%20from%202022-03-04.xlsx","XLSX","177891","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 01:19:54"
"15.11.2022","21.09.2022","10","EAS code list","false","2022-09-21 15:00:30.009","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/Electronic%20Address%20Scheme%20Code%20list%20-%20version%2010%20-%20published%20Sept2022.xlsx?version=1&modificationDate=1663772430009&api=v2","Electronic%20Address%20Scheme%20Code%20list%20-%20version%2010%20-%20published%20Sept2022.xlsx","XLSX","17504","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 06:09:32"
"15.11.2022","21.09.2022","10","EN 16931 code list - GeneriCode","false","2022-10-17 17:25:06.676","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/cef-genericodes-2022-09-21.zip?version=1&modificationDate=1666027506676&api=v2","cef-genericodes-2022-09-21.zip","ZIP","69522","application/zip;charset=UTF-8","1970-01-20 06:47:07"
"15.11.2022","21.09.2022","10","EN 16931 code list - XLSX","false","2022-09-21 15:02:40.850","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/EN16931%20code%20lists%20values%20v10%20-%20used%20from%202022-09-21.xlsx?version=1&modificationDate=1663772560850&api=v2","EN16931%20code%20lists%20values%20v10%20-%20used%20from%202022-09-21.xlsx","XLSX","179013","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 06:09:32"
"15.11.2022","17.10.2022","1.3.9","validation-artefacts-CII","false","2022-10-17 17:18:58.348","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-cii-1.3.9.zip?version=1&modificationDate=1666027138348&api=v2","en16931-cii-1.3.9.zip","ZIP","141062","application/zip;charset=UTF-8","1970-01-20 06:47:07"
"15.11.2022","17.10.2022","1.3.9","validation-artefacts-UBL","false","2022-10-17 17:19:25.892","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/en16931-ubl-1.3.9.zip?version=1&modificationDate=1666027165892&api=v2","en16931-ubl-1.3.9.zip","ZIP","173749","application/zip;charset=UTF-8","1970-01-20 06:47:07"
"15.05.2023","24.03.2023","11","EAS code list","false","2023-03-24 15:30:53.318","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/Electronic%20Address%20Scheme%20Code%20list%20-%20version%2011%20-%20published%20March2023.xlsx?version=1&modificationDate=1679671853318&api=v2","Electronic%20Address%20Scheme%20Code%20list%20-%20version%2011%20-%20published%20March2023.xlsx","XLSX","17962","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet;charset=UTF-8","1970-01-20 10:34:31"
"15.05.2023","24.03.2023","11","EN 16931 code list - GeneriCode","false","2023-03-24 15:47:21.310","https://ec.europa.eu/digital-building-blocks/sites/download/attachments/467108974/cef-genericodes-2023-05-15.zip?version=1&modificationDate=1679672841310&api=v2","cef-genericodes-2023-05-15.zip","ZIP","73629","application/zip;charset=UTF-8","1970-01-20 10:34:32"
